"name","address","cuisine","cost","url","address_geo","lon","lat","neighborhood","political","snippet","ckkr","date","popup"
"Punda Tibetan","39-35 47th Avenue, Sunnyside","Tibetan","$","https://www.nytimes.com/2015/06/03/dining/hungry-city-punda-tibetan-sunnyside-queens.html","39-35 47th Avenue, Sunnyside, New York, NY",-73.925166,40.742101,"Sunnyside","Queens","In Sunnyside, Queens, the soups, bread and dumplings known as momos reflect the chef Tenzing Tsering&#8217;s culinary background.","Hungry City",2015-06-03,"<a href=""https://www.nytimes.com/2015/06/03/dining/hungry-city-punda-tibetan-sunnyside-queens.html"" target=""_blank"">Punda Tibetan</a><br><strong>Cuisine: </strong>Tibetan<br><strong>Cost: </strong>$<br><strong>Review Date: </strong>2015-06-03<br><strong>Address: </strong>39-35 47th Avenue, Sunnyside<br>In Sunnyside, Queens, the soups, bread and dumplings known as momos reflect the chef Tenzing Tsering&#8217;s culinary background."
"Kottu House","250 Broome Street, Lower East Side","Other","$","https://www.nytimes.com/2015/05/20/dining/hungry-city-kottu-house-sri-lanka-restaurant-lower-east-side.html","250 Broome Street, Lower East Side, New York, NY",-73.9896892,40.7181285,"Lower Manhattan","Manhattan","The tiny restaurant on the Lower East Side concentrates on its namesake, a street-food staple.","Hungry City",2015-05-20,"<a href=""https://www.nytimes.com/2015/05/20/dining/hungry-city-kottu-house-sri-lanka-restaurant-lower-east-side.html"" target=""_blank"">Kottu House</a><br><strong>Cuisine: </strong>Other<br><strong>Cost: </strong>$<br><strong>Review Date: </strong>2015-05-20<br><strong>Address: </strong>250 Broome Street, Lower East Side<br>The tiny restaurant on the Lower East Side concentrates on its namesake, a street-food staple."
"Raclette","511 East 12th Street, East Village","French","$","https://www.nytimes.com/2015/05/13/dining/buried-treasures-at-raclette.html","511 East 12th Street, East Village, New York, NY",-73.9805925,40.7289499,"Lower Manhattan","Manhattan","Scraping the surface of cheese to find a satisfying meal in the East Village.","Hungry City",2015-05-13,"<a href=""https://www.nytimes.com/2015/05/13/dining/buried-treasures-at-raclette.html"" target=""_blank"">Raclette</a><br><strong>Cuisine: </strong>French<br><strong>Cost: </strong>$<br><strong>Review Date: </strong>2015-05-13<br><strong>Address: </strong>511 East 12th Street, East Village<br>Scraping the surface of cheese to find a satisfying meal in the East Village."
"HanYang BunSik","150-51 Northern Boulevard, Flushing","Korean","$","https://www.nytimes.com/2015/05/06/dining/hungry-city-hanyang-bunsik-flushing-queens.html","150-51 Northern Boulevard, Flushing, New York, NY",-73.8133256,40.765365,"Flushing","Queens","In a corner of a 24-hour mart in Flushing, Queens, Koreans redefine the snack.","Hungry City",2015-05-06,"<a href=""https://www.nytimes.com/2015/05/06/dining/hungry-city-hanyang-bunsik-flushing-queens.html"" target=""_blank"">HanYang BunSik</a><br><strong>Cuisine: </strong>Korean<br><strong>Cost: </strong>$<br><strong>Review Date: </strong>2015-05-06<br><strong>Address: </strong>150-51 Northern Boulevard, Flushing<br>In a corner of a 24-hour mart in Flushing, Queens, Koreans redefine the snack."
"East Wind Snack Shop","471 16th Street, Windsor Terrace","Chinese","$","https://www.nytimes.com/2015/04/29/dining/hungry-city-east-wind-snack-shop-in-windsor-terrace-brooklyn.html","471 16th Street, Windsor Terrace, New York, NY",-73.9800415,40.660375,"South Slope","Brooklyn","A homage to the working-class coffee houses from the neighborhood where the chef grew up.","Hungry City",2015-04-29,"<a href=""https://www.nytimes.com/2015/04/29/dining/hungry-city-east-wind-snack-shop-in-windsor-terrace-brooklyn.html"" target=""_blank"">East Wind Snack Shop</a><br><strong>Cuisine: </strong>Chinese<br><strong>Cost: </strong>$<br><strong>Review Date: </strong>2015-04-29<br><strong>Address: </strong>471 16th Street, Windsor Terrace<br>A homage to the working-class coffee houses from the neighborhood where the chef grew up."
"Casa Del Chef","39-06 64th Street, Woodside","New American","$$","https://www.nytimes.com/2015/04/22/dining/hungry-city-casa-del-chef-in-woodside-queens.html","39-06 64th Street, Woodside, New York, NY",-73.900057,40.7462706,"Woodside","Queens","The chef is from Ecuador, but the influence of his time spent working at Blue Hill at Stone Barns is evident here.","Hungry City",2015-04-22,"<a href=""https://www.nytimes.com/2015/04/22/dining/hungry-city-casa-del-chef-in-woodside-queens.html"" target=""_blank"">Casa Del Chef</a><br><strong>Cuisine: </strong>New American<br><strong>Cost: </strong>$$<br><strong>Review Date: </strong>2015-04-22<br><strong>Address: </strong>39-06 64th Street, Woodside<br>The chef is from Ecuador, but the influence of his time spent working at Blue Hill at Stone Barns is evident here."
"SpaHa Soul","2294 Second Avenue, East Harlem","American","$$","https://www.nytimes.com/2015/04/08/dining/hungry-city-spaha-soul-in-east-harlem.html","2294 Second Avenue, East Harlem, New York, NY",-73.9366939,40.7980641,"East Harlem","Manhattan","A tiny restaurant in East Harlem delivers conviviality and an unstylized menu that is not concerned with borders.","Hungry City",2015-04-08,"<a href=""https://www.nytimes.com/2015/04/08/dining/hungry-city-spaha-soul-in-east-harlem.html"" target=""_blank"">SpaHa Soul</a><br><strong>Cuisine: </strong>American<br><strong>Cost: </strong>$$<br><strong>Review Date: </strong>2015-04-08<br><strong>Address: </strong>2294 Second Avenue, East Harlem<br>A tiny restaurant in East Harlem delivers conviviality and an unstylized menu that is not concerned with borders."
"Masha & the Bear","771 Grand Street, Williamsburg","Russian","$$","https://www.nytimes.com/2015/04/01/dining/hungry-city-masha-the-bear-in-east-williamsburg-brooklyn.html","771 Grand Street, Williamsburg, New York, NY",-73.9423999,40.7119855,"Williamsburg","Brooklyn","At Masha & the Bear in East Williamsburg, Brooklyn, Russian hospitality is on full display.","Hungry City",2015-04-01,"<a href=""https://www.nytimes.com/2015/04/01/dining/hungry-city-masha-the-bear-in-east-williamsburg-brooklyn.html"" target=""_blank"">Masha & the Bear</a><br><strong>Cuisine: </strong>Russian<br><strong>Cost: </strong>$$<br><strong>Review Date: </strong>2015-04-01<br><strong>Address: </strong>771 Grand Street, Williamsburg<br>At Masha & the Bear in East Williamsburg, Brooklyn, Russian hospitality is on full display."
"Haldi","102 Lexington Avenue, Kips Bay","Indian","$$","https://www.nytimes.com/2015/03/25/dining/hungry-city-haldi-in-midtown-south.html","102 Lexington Avenue, Kips Bay, New York, NY",-73.9830259,40.7422671,"Midtown","Manhattan","Haldi, an Indian restaurant that opened in September, sets a notably elegant tone for Curry Hill.","Hungry City",2015-03-25,"<a href=""https://www.nytimes.com/2015/03/25/dining/hungry-city-haldi-in-midtown-south.html"" target=""_blank"">Haldi</a><br><strong>Cuisine: </strong>Indian<br><strong>Cost: </strong>$$<br><strong>Review Date: </strong>2015-03-25<br><strong>Address: </strong>102 Lexington Avenue, Kips Bay<br>Haldi, an Indian restaurant that opened in September, sets a notably elegant tone for Curry Hill."
"House of Inasal","65-14 Roosevelt Avenue, Woodside","Philippine","$","https://www.nytimes.com/2015/03/11/dining/hungry-city-house-of-inasal-in-woodside-queens.html","65-14 Roosevelt Avenue, Woodside, New York, NY",-73.898433,40.745851,"Flushing","Queens","House of Inasal delivers straightforward Filipino comfort food in a stretch of Woodside, Queens, that has earned the nickname Little Manila.","Hungry City",2015-03-11,"<a href=""https://www.nytimes.com/2015/03/11/dining/hungry-city-house-of-inasal-in-woodside-queens.html"" target=""_blank"">House of Inasal</a><br><strong>Cuisine: </strong>Philippine<br><strong>Cost: </strong>$<br><strong>Review Date: </strong>2015-03-11<br><strong>Address: </strong>65-14 Roosevelt Avenue, Woodside<br>House of Inasal delivers straightforward Filipino comfort food in a stretch of Woodside, Queens, that has earned the nickname Little Manila."
"La Morada","308 Willis Avenue, North New York","Mexican","$","https://www.nytimes.com/2015/03/04/dining/hungry-city-la-morada-in-the-south-bronx.html","308 Willis Avenue, North New York, New York, NY",-73.9214465,40.8105804,"West Bronx","Bronx","While much of La Morada&#8217;s menu is taken up by tacos and quesadillas, a few dishes offer a taste of the &#8220;infinite gastronomy&#8221; that is Oaxacan cooking.","Hungry City",2015-03-04,"<a href=""https://www.nytimes.com/2015/03/04/dining/hungry-city-la-morada-in-the-south-bronx.html"" target=""_blank"">La Morada</a><br><strong>Cuisine: </strong>Mexican<br><strong>Cost: </strong>$<br><strong>Review Date: </strong>2015-03-04<br><strong>Address: </strong>308 Willis Avenue, North New York<br>While much of La Morada&#8217;s menu is taken up by tacos and quesadillas, a few dishes offer a taste of the &#8220;infinite gastronomy&#8221; that is Oaxacan cooking."
"Izakaya","326 East Sixth Street, East Village","Japanese","$$","https://www.nytimes.com/2015/02/25/dining/izakaya-in-the-east-village.html","326 East Sixth Street, East Village, New York, NY",-73.9873417,40.7267031,"East Village","Manhattan","At Izakaya in the East Village, the mission may be comfort food, but there is a reverence to its making, even in the minor dishes.","Hungry City",2015-02-25,"<a href=""https://www.nytimes.com/2015/02/25/dining/izakaya-in-the-east-village.html"" target=""_blank"">Izakaya</a><br><strong>Cuisine: </strong>Japanese<br><strong>Cost: </strong>$$<br><strong>Review Date: </strong>2015-02-25<br><strong>Address: </strong>326 East Sixth Street, East Village<br>At Izakaya in the East Village, the mission may be comfort food, but there is a reverence to its making, even in the minor dishes."
"Patacon Pisao","139 Essex Street, Lower East Side","Latin","$","https://www.nytimes.com/2015/02/18/dining/patacon-pisao-on-the-lower-east-side.html","139 Essex Street, Lower East Side, New York, NY",-73.9876172,40.7204093,"Lower Manhattan","Manhattan","At Patacon Pisao, the headliner is a Venezuelan sandwich bookended by unripe fried plantains that don&#8217;t absorb flavor, but provide it.","Hungry City",2015-02-18,"<a href=""https://www.nytimes.com/2015/02/18/dining/patacon-pisao-on-the-lower-east-side.html"" target=""_blank"">Patacon Pisao</a><br><strong>Cuisine: </strong>Latin<br><strong>Cost: </strong>$<br><strong>Review Date: </strong>2015-02-18<br><strong>Address: </strong>139 Essex Street, Lower East Side<br>At Patacon Pisao, the headliner is a Venezuelan sandwich bookended by unripe fried plantains that don&#8217;t absorb flavor, but provide it."
"Patina","823 East 169th Street, Fairmont - Claremont Village","African","$","https://www.nytimes.com/2015/02/11/dining/hungry-city-patina-in-morrisania-the-bronx.html","823 East 169th Street, Fairmont - Claremont Village, New York, NY",-73.8978002,40.8297425,"West Bronx","Bronx","A trip to West Africa by way of the Bronx at the restaurant Patina.","Hungry City",2015-02-11,"<a href=""https://www.nytimes.com/2015/02/11/dining/hungry-city-patina-in-morrisania-the-bronx.html"" target=""_blank"">Patina</a><br><strong>Cuisine: </strong>African<br><strong>Cost: </strong>$<br><strong>Review Date: </strong>2015-02-11<br><strong>Address: </strong>823 East 169th Street, Fairmont - Claremont Village<br>A trip to West Africa by way of the Bronx at the restaurant Patina."
"Sariling Atin","89-12 Queens Boulevard , Elmhurst","Philippine","$","https://www.nytimes.com/2015/02/04/dining/hungry-city-sariling-atin-in-elmhurst-queens.html","89-12 Queens Boulevard , Elmhurst, New York, NY",-73.8745315,40.7343164,"Elmhurst","Queens","Sariling Atin, whose name in Tagalog means &#8220;our own,&#8221; opened in April in Elmhurst, Queens, on a block once dominated by furniture showrooms.","Hungry City",2015-02-04,"<a href=""https://www.nytimes.com/2015/02/04/dining/hungry-city-sariling-atin-in-elmhurst-queens.html"" target=""_blank"">Sariling Atin</a><br><strong>Cuisine: </strong>Philippine<br><strong>Cost: </strong>$<br><strong>Review Date: </strong>2015-02-04<br><strong>Address: </strong>89-12 Queens Boulevard , Elmhurst<br>Sariling Atin, whose name in Tagalog means &#8220;our own,&#8221; opened in April in Elmhurst, Queens, on a block once dominated by furniture showrooms."
"LoLo’s Seafood Shack","303 West 116th Street, Harlem","Caribbean","$","https://www.nytimes.com/2015/01/28/dining/hungry-city-lolos-seafood-shack-in-harlem.html","303 West 116th Street, Harlem, New York, NY",-73.9557056,40.8048187,"Upper Manhattan","Manhattan","The extemporaneous spirit of a Caribbean open-air barbecue joint is strong at LoLo’s Seafood Shack in Harlem.","Hungry City",2015-01-28,"<a href=""https://www.nytimes.com/2015/01/28/dining/hungry-city-lolos-seafood-shack-in-harlem.html"" target=""_blank"">LoLo’s Seafood Shack</a><br><strong>Cuisine: </strong>Caribbean<br><strong>Cost: </strong>$<br><strong>Review Date: </strong>2015-01-28<br><strong>Address: </strong>303 West 116th Street, Harlem<br>The extemporaneous spirit of a Caribbean open-air barbecue joint is strong at LoLo’s Seafood Shack in Harlem."
"Plant Love House","86-08 Whitney Avenue, Elmhurst","Thai","$","https://www.nytimes.com/2015/01/21/dining/hungry-city-plant-love-house-in-elmhurst-queens.html","86-08 Whitney Avenue, Elmhurst, New York, NY",-73.8785912,40.7417492,"Flushing","Queens","At Plant Love House in Elmhurst, Queens, a mother and her daughters offer Thai street food with house rules that will have you grinning.","Hungry City",2015-01-21,"<a href=""https://www.nytimes.com/2015/01/21/dining/hungry-city-plant-love-house-in-elmhurst-queens.html"" target=""_blank"">Plant Love House</a><br><strong>Cuisine: </strong>Thai<br><strong>Cost: </strong>$<br><strong>Review Date: </strong>2015-01-21<br><strong>Address: </strong>86-08 Whitney Avenue, Elmhurst<br>At Plant Love House in Elmhurst, Queens, a mother and her daughters offer Thai street food with house rules that will have you grinning."
"The Halal Guys","307 East 14th Street , East Village","Middle Eastern","$","https://www.nytimes.com/2014/12/24/dining/hungry-city-the-halal-guys.html","307 East 14th Street , East Village, New York, NY",-73.9843775,40.7323562,"Midtown","Manhattan","With four carts, a restaurant in the East Village and one on the Upper West Side, Halal Guys patrons can’t get enough of the white sauce.","Hungry City",2014-12-24,"<a href=""https://www.nytimes.com/2014/12/24/dining/hungry-city-the-halal-guys.html"" target=""_blank"">The Halal Guys</a><br><strong>Cuisine: </strong>Middle Eastern<br><strong>Cost: </strong>$<br><strong>Review Date: </strong>2014-12-24<br><strong>Address: </strong>307 East 14th Street , East Village<br>With four carts, a restaurant in the East Village and one on the Upper West Side, Halal Guys patrons can’t get enough of the white sauce."
"Sky Cafe","8620 Whitney Avenue , Elmhurst","Indonesian","$","https://www.nytimes.com/2014/12/17/dining/hungry-city-sky-cafe-in-elmhurst-queens.html","8620 Whitney Avenue , Elmhurst, New York, NY",-73.8784143,40.7418995,"Elmhurst","Queens","Lily Tjia, the chef and owner of Sky Cafe in Elmhurst, Queens, specializes in northern Indonesian fare.","Hungry City",2014-12-17,"<a href=""https://www.nytimes.com/2014/12/17/dining/hungry-city-sky-cafe-in-elmhurst-queens.html"" target=""_blank"">Sky Cafe</a><br><strong>Cuisine: </strong>Indonesian<br><strong>Cost: </strong>$<br><strong>Review Date: </strong>2014-12-17<br><strong>Address: </strong>8620 Whitney Avenue , Elmhurst<br>Lily Tjia, the chef and owner of Sky Cafe in Elmhurst, Queens, specializes in northern Indonesian fare."
"Hanamizuki","143 West 29th Street, Chelsea","Japanese","$","https://www.nytimes.com/2014/12/10/dining/hungry-city-hanamizuki-in-chelsea.html","143 West 29th Street, Chelsea, New York, NY",-73.9916115,40.7475386,"Midtown","Manhattan","At Hanamizuki, humble rice balls (onigiri or omusubi in Japanese) are slightly offbeat, as if sprung from a Haruki Murakami novel.","Hungry City",2014-12-10,"<a href=""https://www.nytimes.com/2014/12/10/dining/hungry-city-hanamizuki-in-chelsea.html"" target=""_blank"">Hanamizuki</a><br><strong>Cuisine: </strong>Japanese<br><strong>Cost: </strong>$<br><strong>Review Date: </strong>2014-12-10<br><strong>Address: </strong>143 West 29th Street, Chelsea<br>At Hanamizuki, humble rice balls (onigiri or omusubi in Japanese) are slightly offbeat, as if sprung from a Haruki Murakami novel."
"Fitzcarraldo","195 Morgan Avenue, Williamsburg","Italian","$$","https://www.nytimes.com/2014/12/03/dining/hungry-city-fitzcarraldo-in-east-williamsburg-brooklyn.html","195 Morgan Avenue, Williamsburg, New York, NY",-73.9338529,40.7109725,"East Williamsburg","Brooklyn","At this restaurant in a corner of a 30,000-square-foot former warehouse, the food is Italian, mostly Ligurian, drawing from both the coast and the Alps of northern Italy.","Hungry City",2014-12-03,"<a href=""https://www.nytimes.com/2014/12/03/dining/hungry-city-fitzcarraldo-in-east-williamsburg-brooklyn.html"" target=""_blank"">Fitzcarraldo</a><br><strong>Cuisine: </strong>Italian<br><strong>Cost: </strong>$$<br><strong>Review Date: </strong>2014-12-03<br><strong>Address: </strong>195 Morgan Avenue, Williamsburg<br>At this restaurant in a corner of a 30,000-square-foot former warehouse, the food is Italian, mostly Ligurian, drawing from both the coast and the Alps of northern Italy."
"Hard Times Sundaes","5700 Avenue U, Mill Basin","American","$","https://www.nytimes.com/2014/11/12/dining/hungry-city-hard-times-sundaes-in-mill-basin-brooklyn.html","5700 Avenue U, Mill Basin, New York, NY",-73.9165638,40.6119661,"Other","Brooklyn","Burgers from a food truck in a remote corner of the borough prove their greatness in the God-given talent of their maker.","Hungry City",2014-11-12,"<a href=""https://www.nytimes.com/2014/11/12/dining/hungry-city-hard-times-sundaes-in-mill-basin-brooklyn.html"" target=""_blank"">Hard Times Sundaes</a><br><strong>Cuisine: </strong>American<br><strong>Cost: </strong>$<br><strong>Review Date: </strong>2014-11-12<br><strong>Address: </strong>5700 Avenue U, Mill Basin<br>Burgers from a food truck in a remote corner of the borough prove their greatness in the God-given talent of their maker."
"The Bao","13 St. Marks Place, East Village","Chinese","$$","https://www.nytimes.com/2014/10/29/dining/hungry-city-the-bao-in-the-east-village.html","13 St. Marks Place, East Village, New York, NY",-73.9889486,40.7293637,"Lower Manhattan","Manhattan","The new restaurant features soup dumplings, or xiao long bao, that are near perfect.","Hungry City",2014-10-29,"<a href=""https://www.nytimes.com/2014/10/29/dining/hungry-city-the-bao-in-the-east-village.html"" target=""_blank"">The Bao</a><br><strong>Cuisine: </strong>Chinese<br><strong>Cost: </strong>$$<br><strong>Review Date: </strong>2014-10-29<br><strong>Address: </strong>13 St. Marks Place, East Village<br>The new restaurant features soup dumplings, or xiao long bao, that are near perfect."
"Paet Rio","81-10 Broadway, Elmhurst","Thai","$$","https://www.nytimes.com/2014/10/22/dining/hungry-city-paet-rio-in-elmhurst-queens.html","81-10 Broadway, Elmhurst, New York, NY",-73.8836822,40.7431024,"Elmhurst","Queens","Paet Rio in Elmhurst, Queens, isn&#8217;t shy about sharing Thai cuisine&#8217;s often scorching splendor.","Hungry City",2014-10-22,"<a href=""https://www.nytimes.com/2014/10/22/dining/hungry-city-paet-rio-in-elmhurst-queens.html"" target=""_blank"">Paet Rio</a><br><strong>Cuisine: </strong>Thai<br><strong>Cost: </strong>$$<br><strong>Review Date: </strong>2014-10-22<br><strong>Address: </strong>81-10 Broadway, Elmhurst<br>Paet Rio in Elmhurst, Queens, isn&#8217;t shy about sharing Thai cuisine&#8217;s often scorching splendor."
"Arepa Lady","77-02AA Roosevelt Avenue , Corona","Latin","$","https://www.nytimes.com/2014/10/15/dining/hungry-city-arepa-lady-in-elmhurst-queens.html","77-02AA Roosevelt Avenue , Corona, New York, NY",-73.8885122,40.7469401,"Elmhurst","Queens","The Arepa Lady of Jackson Heights, Queens, has expanded from her street cart to a small restaurant two blocks away.","Hungry City",2014-10-15,"<a href=""https://www.nytimes.com/2014/10/15/dining/hungry-city-arepa-lady-in-elmhurst-queens.html"" target=""_blank"">Arepa Lady</a><br><strong>Cuisine: </strong>Latin<br><strong>Cost: </strong>$<br><strong>Review Date: </strong>2014-10-15<br><strong>Address: </strong>77-02AA Roosevelt Avenue , Corona<br>The Arepa Lady of Jackson Heights, Queens, has expanded from her street cart to a small restaurant two blocks away."
"Com Tam Ninh Kieu ","2641 Jerome Avenue , Kingsbridge Heights","Vietnamese","$","https://www.nytimes.com/2014/10/08/dining/rice-and-noodles-in-many-guises-.html","2641 Jerome Avenue , Kingsbridge Heights, New York, NY",-73.9062361,40.8697327,"Fordham Manor","Bronx","The menu at Com Tam Ninh Kieu in the Bronx focuses on broken-rice dishes and noodle soups.","Hungry City",2014-10-08,"<a href=""https://www.nytimes.com/2014/10/08/dining/rice-and-noodles-in-many-guises-.html"" target=""_blank"">Com Tam Ninh Kieu </a><br><strong>Cuisine: </strong>Vietnamese<br><strong>Cost: </strong>$<br><strong>Review Date: </strong>2014-10-08<br><strong>Address: </strong>2641 Jerome Avenue , Kingsbridge Heights<br>The menu at Com Tam Ninh Kieu in the Bronx focuses on broken-rice dishes and noodle soups."
"Old Tbilisi Garden","174 Bleecker Street, Greenwich Village","Eastern European, Russian","$$$","https://www.nytimes.com/2014/10/01/dining/hungry-city-old-tbilisi-garden-in-greenwich-village.html","174 Bleecker Street, Greenwich Village, New York, NY",-74.0007921,40.7287958,"Lower Manhattan","Manhattan","Old Tbilisi Garden, in Greenwich Village, prepares dishes funky and subtle.","Hungry City",2014-10-01,"<a href=""https://www.nytimes.com/2014/10/01/dining/hungry-city-old-tbilisi-garden-in-greenwich-village.html"" target=""_blank"">Old Tbilisi Garden</a><br><strong>Cuisine: </strong>Eastern European, Russian<br><strong>Cost: </strong>$$$<br><strong>Review Date: </strong>2014-10-01<br><strong>Address: </strong>174 Bleecker Street, Greenwich Village<br>Old Tbilisi Garden, in Greenwich Village, prepares dishes funky and subtle."
"Abyssinia","268 West 135th Street, Harlem","African","$","https://www.nytimes.com/2014/09/24/dining/hungry-city-abyssinia-in-harlem.html","268 West 135th Street, Harlem, New York, NY",-73.946028,40.8160858,"Upper Manhattan","Manhattan","At Abyssinia in Harlem, the flatbread does the heavy lifting with the Ethiopian dishes.","Hungry City",2014-09-24,"<a href=""https://www.nytimes.com/2014/09/24/dining/hungry-city-abyssinia-in-harlem.html"" target=""_blank"">Abyssinia</a><br><strong>Cuisine: </strong>African<br><strong>Cost: </strong>$<br><strong>Review Date: </strong>2014-09-24<br><strong>Address: </strong>268 West 135th Street, Harlem<br>At Abyssinia in Harlem, the flatbread does the heavy lifting with the Ethiopian dishes."
"Taste of Northern China","88 East Broadway, Suite 106, Chinatown","Chinese","$","https://www.nytimes.com/2014/09/17/dining/hungry-city-taste-of-northern-china-in-chinatown.html","88 East Broadway, Suite 106, Chinatown, New York, NY",-73.9942284,40.7139708,"Lower Manhattan","Manhattan","Don’t look to the address or sign out front for help in finding Taste of Northern China, but the griddle pancakes and Qishan noodles will be waiting.","Hungry City",2014-09-17,"<a href=""https://www.nytimes.com/2014/09/17/dining/hungry-city-taste-of-northern-china-in-chinatown.html"" target=""_blank"">Taste of Northern China</a><br><strong>Cuisine: </strong>Chinese<br><strong>Cost: </strong>$<br><strong>Review Date: </strong>2014-09-17<br><strong>Address: </strong>88 East Broadway, Suite 106, Chinatown<br>Don’t look to the address or sign out front for help in finding Taste of Northern China, but the griddle pancakes and Qishan noodles will be waiting."
"Café Rue Dix","1451 Bedford Avenue, Crown Heights","African, French","$$","https://www.nytimes.com/2014/09/10/dining/hungry-city-cafe-rue-dix-in-crown-heights-brooklyn.html","1451 Bedford Avenue, Crown Heights, New York, NY",-73.953777,40.6734956,"Crown Heights","Brooklyn","Café Rue Dix is a bistro in its broadest, most generous definition: a restaurant firmly of its Crown Heights neighborhood but cosmopolitan in outlook.","Hungry City",2014-09-10,"<a href=""https://www.nytimes.com/2014/09/10/dining/hungry-city-cafe-rue-dix-in-crown-heights-brooklyn.html"" target=""_blank"">Café Rue Dix</a><br><strong>Cuisine: </strong>African, French<br><strong>Cost: </strong>$$<br><strong>Review Date: </strong>2014-09-10<br><strong>Address: </strong>1451 Bedford Avenue, Crown Heights<br>Café Rue Dix is a bistro in its broadest, most generous definition: a restaurant firmly of its Crown Heights neighborhood but cosmopolitan in outlook."
"Moldova","1827 Coney Island Avenue, Midwood","Russian","$$","https://www.nytimes.com/2014/09/03/dining/hungry-city-moldova-in-midwood-brooklyn.html","1827 Coney Island Avenue, Midwood, New York, NY",-73.9626853,40.6129369,"Midwood","Brooklyn","New York’s one restaurant devoted to the cooking of Moldova offers genuine details and food, and can make even a wedding crasher feel welcome.","Hungry City",2014-09-03,"<a href=""https://www.nytimes.com/2014/09/03/dining/hungry-city-moldova-in-midwood-brooklyn.html"" target=""_blank"">Moldova</a><br><strong>Cuisine: </strong>Russian<br><strong>Cost: </strong>$$<br><strong>Review Date: </strong>2014-09-03<br><strong>Address: </strong>1827 Coney Island Avenue, Midwood<br>New York’s one restaurant devoted to the cooking of Moldova offers genuine details and food, and can make even a wedding crasher feel welcome."
"Indian Road Cafe","600 West 218th Street, Inwood","Coffee Shops, New American, Sandwiches","$$","https://www.nytimes.com/2014/08/20/dining/hungry-city-indian-road-cafe-in-inwood.html","600 West 218th Street, Inwood, New York, NY",-73.9183464,40.8728492,"Inwood","Manhattan","At Indian Road Cafe in Inwood, there is scant evidence of the grating strain of foodie consciousness that has infiltrated American culture.","Hungry City",2014-08-20,"<a href=""https://www.nytimes.com/2014/08/20/dining/hungry-city-indian-road-cafe-in-inwood.html"" target=""_blank"">Indian Road Cafe</a><br><strong>Cuisine: </strong>Coffee Shops, New American, Sandwiches<br><strong>Cost: </strong>$$<br><strong>Review Date: </strong>2014-08-20<br><strong>Address: </strong>600 West 218th Street, Inwood<br>At Indian Road Cafe in Inwood, there is scant evidence of the grating strain of foodie consciousness that has infiltrated American culture."
"The Bronx Beer Hall","2344 Arthur Avenue, Belmont","Mediterranean","$","https://www.nytimes.com/2014/08/13/dining/the-pain-and-pleasure-of-falling-in-love.html","2344 Arthur Avenue, Belmont, New York, NY",-73.8881983,40.8541746,"West Bronx","Bronx","Local beers and deli specialties are found in and near the Bronx Beer Hall in the heart of the borough’s storied Italian-American neighborhood.","Hungry City",2014-08-13,"<a href=""https://www.nytimes.com/2014/08/13/dining/the-pain-and-pleasure-of-falling-in-love.html"" target=""_blank"">The Bronx Beer Hall</a><br><strong>Cuisine: </strong>Mediterranean<br><strong>Cost: </strong>$<br><strong>Review Date: </strong>2014-08-13<br><strong>Address: </strong>2344 Arthur Avenue, Belmont<br>Local beers and deli specialties are found in and near the Bronx Beer Hall in the heart of the borough’s storied Italian-American neighborhood."
"Lumpia Shack Snackbar","50 Greenwich Avenue, West Village","Philippine","$","https://www.nytimes.com/2014/08/06/dining/hungry-city-lumpia-shack-snackbar-in-the-west-village.html","50 Greenwich Avenue, West Village, New York, NY",-74.0003132,40.7357333,"Lower Manhattan","Manhattan","The Filipino menu at Lumpia Shack Snackbar in the West Village takes a step up from the food market.","Hungry City",2014-08-06,"<a href=""https://www.nytimes.com/2014/08/06/dining/hungry-city-lumpia-shack-snackbar-in-the-west-village.html"" target=""_blank"">Lumpia Shack Snackbar</a><br><strong>Cuisine: </strong>Philippine<br><strong>Cost: </strong>$<br><strong>Review Date: </strong>2014-08-06<br><strong>Address: </strong>50 Greenwich Avenue, West Village<br>The Filipino menu at Lumpia Shack Snackbar in the West Village takes a step up from the food market."
"Brooklyn Ball Factory","95 Montrose Avenue , Williamsburg","Japanese","$","https://www.nytimes.com/2014/07/30/dining/hungry-city-brooklyn-ball-factory-in-east-williamsburg.html","95 Montrose Avenue , Williamsburg, New York, NY",-73.9458786,40.7072959,"Williamsburg","Brooklyn","Comfort food from Japan, coffee and tea can be relished from an unassuming warehouse in the New York City borough.","Hungry City",2014-07-30,"<a href=""https://www.nytimes.com/2014/07/30/dining/hungry-city-brooklyn-ball-factory-in-east-williamsburg.html"" target=""_blank"">Brooklyn Ball Factory</a><br><strong>Cuisine: </strong>Japanese<br><strong>Cost: </strong>$<br><strong>Review Date: </strong>2014-07-30<br><strong>Address: </strong>95 Montrose Avenue , Williamsburg<br>Comfort food from Japan, coffee and tea can be relished from an unassuming warehouse in the New York City borough."
